"EKXB_residual","EZX_residual","FBR_residual","FJX_residual","GCD_residual","date","HVS_residual","HXNJ_residual","HYWQ_residual","ISNR_residual","JBDX_residual","SYDR_residual","TKL_residual","TLP_residual","TLWM_residual","TLXN_residual","TPLF_residual","TQY_residual","VBN_residual","VKNT_residual","VXT_residual"
-1.61497384143431,-0.120304937941629,-0.160603358632044,-0.132572698102375,-0.315441067188381,2010-01-06,0.0186552506831581,-0.259828133266237,0.00678168616686394,-0.664809286310622,-0.335390422366657,-0.249205670480625,-0.183774424125182,-0.575397830705361,-0.143160189002499,-0.0461484220016452,-0.118529082913058,-0.163798038860052,-0.686915953679373,-2.2537945482933,-0.0695254194838779
-1.00870913923161,-0.0498287713757325,-0.122232582843932,-0.00642607418107609,-0.454766301742484,2010-01-07,0.0803020371980862,-0.364102739075805,0.0373615517779598,0.131441583151605,-0.346142344624315,-0.194756032704479,-0.258289164304178,-0.157284348601454,-0.45273256523807,-0.0504604399839314,0.0140974124260324,-0.187613087800389,0.439104012929613,-0.817592163205969,-0.00837093351101268
-0.520558410282306,-0.203365787038128,-0.295546367397753,-0.0220580846437528,-0.567762074495038,2010-01-08,0.0266634003960373,0.263574566998024,0.00932946422276954,-0.490798226461311,-0.335363029651757,-0.48283537746365,0.10937465833965,-0.470872006005439,-0.41171447136279,-0.0415127872378182,-0.0474972686221057,-0.139842803793365,-0.251765961248403,-0.957563395588407,-0.0291404357401509
-0.422608661815618,-0.109631633004025,-0.0672539272722039,0.0450800513969605,-0.236376759683385,2010-01-11,0.045986683435113,0.367469590943318,0.00713925407572777,-1.60371316859113,-0.185244627024343,-0.465237755514073,0.0753206699056343,-0.242880601952993,0.237294979038394,-0.00184831894554167,-0.624457865914422,0.00702460595422873,-0.0581628008307198,1.42496083223426,0.0074039864272803
-1.35497386416349,-0.0915638892131605,-0.0961824076120496,-0.160875204348631,-0.881969678695932,2010-01-12,0.0698227206290967,-0.143120095875665,-0.0084621621467925,0.333013766927794,0.108613868535599,-0.0721388849271218,-0.687978149058478,-0.107982990720128,-0.436760629663895,-0.0397277851643657,-0.118764883632423,-0.256211614781059,-0.377542867589073,-1.95066665565428,-0.0739819596290619
0.228591190075792,0.0152118576948938,0.173782037521952,0.0927914631293256,0.138419631681913,2010-01-13,0.191334009609927,1.03589208393996,0.11238816815917,1.07542097153024,0.702564685142952,0.54435929073432,1.00206076954376,0.49841614694362,0.562250501976642,0.0506639208060908,0.391598219632249,0.410964514710559,0.496358898125613,0.392791277341069,-0.000870379686569739
-0.781670078728746,-0.11066458497349,-0.0200743504712318,-0.0539707605791598,-0.183458568947609,2010-01-14,0.0284839767002211,-0.101068293016994,0.0249154178630027,-0.208531131675645,0.120796055115598,-0.284822459790858,-0.743181193595166,-0.0900399919048757,0.0236754945580006,0.0342482733498796,0.0180510326096873,-0.420004998422511,-0.266503245057525,-1.51645728149042,0.03783706785203
-0.207052946258307,-0.0909553726063637,0.717405577910779,-0.010792745624209,0.351251725101392,2010-01-15,0.000304195160853587,0.12391153653036,0.0781659956705387,0.298486249557152,0.419313029009446,-0.0144531006524938,0.0672939366700493,-0.0138030691712632,0.525779050238587,0.0166457422639387,0.301382359599776,0.0464536673018508,0.839134268879166,1.05965978601984,0.105354585448385
-0.589840366208291,-0.0438891808508296,-0.0933537823624257,-0.129773795587561,-0.20025158080833,2010-01-19,0.157237445394227,-0.307647455376637,0.0495093679485967,0.104024945900061,0.46157933494575,-0.478858179264697,0.835194136916047,0.707061392780047,0.00159207117603958,0.0142674707435045,0.329145543875512,-0.273569892841119,0.313207551585435,0.955478751727949,0.050116438257923
-0.106861796963815,0.396174705915606,0.089263798465691,-0.0629324889140587,-0.265259282224216,2010-01-20,-0.00601289868949119,-0.00067782229020652,0.0192365348817863,0.831556061665698,0.190731140289978,0.0943032657995381,-2.48813565550816,0.0544351194479508,-0.261701369866098,0.020210462590329,-0.295536704122432,-0.0613110901051141,-0.06419573536557,1.10047857566874,0.0183945215175486
-0.956503791895722,-0.097035946881294,-0.0424983877209884,-0.383540145185637,-1.35501842610644,2010-01-21,-0.0956882555840634,0.368139622835211,-0.0992998792321367,-0.798853269645164,-0.442757858921649,-1.24930597023299,-1.00205368617234,-0.748002562657696,-1.24052776694418,-0.0501854662202139,-0.316933439177835,-0.0778078439390756,-1.26239333808599,-1.85379417721043,-0.0151297880954152
-1.27408783744276,-0.297633395071118,-0.274458155599114,-0.250625781508954,-0.485449394626286,2010-01-22,-0.181800828455048,-0.670034845285728,-0.0115849842531208,-0.555863866834121,-0.661756154675408,-0.895251570745104,-0.558210332981859,-0.723475198771297,-0.232686583187271,-0.0736395969070416,-0.057108609146766,-0.685961409248017,-0.57441853766469,-1.51141501126236,-0.0860958379567594
-1.26310036748291,-0.171006238097133,-0.066221801993348,-0.190339792409454,-0.298366526320236,2010-01-25,-0.149179010313193,-0.610540171854416,-0.0643656840096049,-0.483925656809228,-0.174389741882302,-0.401709272015585,-0.796524233621053,-0.856258273458936,-0.918697711744332,-0.0552623115943068,-0.564268149367914,-0.110485203157349,-0.855950539570887,-3.46597016610339,-0.0751173527599972
2.59624489539035,-0.0681342486047384,-0.0827500365228279,-0.123325449721015,-0.256592634017786,2010-01-26,0.053032056513066,-0.354990436547263,0.0663171871124238,0.138362439237004,0.107345854714513,-0.595304664551298,0.241641608137226,0.541959087743226,-0.0916982014217638,-0.00621532546231554,0.273928401011568,0.0480689364293016,0.149245686755312,0.670861635634312,0.0640256392915888
0.785528187882841,-0.01477915884923,0.183469450890467,0.0651217582994417,-1.41016411244711,2010-01-27,0.234227419974597,0.74974107263886,-0.116903428191364,1.08957133169573,0.406082528577398,0.665943790483147,0.404271541769385,0.176024644386682,0.885212401387234,0.122799317157297,0.706435447966778,1.19068505465555,-0.467889348962263,0.718070123294587,0.0381222196748833
1.29496303348957,0.0787770343784615,0.321922316192123,-0.0334788644382311,0.609303559826962,2010-01-28,0.183949462745625,1.43223047507801,0.151886412311672,1.81925667605482,0.484377229376666,0.94915596684963,1.44468186902581,0.950092320349044,0.674728089343599,0.073067564258057,0.741758875897061,0.801490005307394,0.428211201080934,2.72292687857256,0.0959793585710823
-0.993010148596358,-0.101315392573625,-0.246093776253203,-0.103715451357536,-1.17410709067191,2010-01-29,0.111308305261293,0.433431150943728,-0.0198306167346153,0.122707804853656,-0.182764539214321,-0.159604295234567,-0.0400998604555429,-0.278914139387671,-0.0256932045290502,-0.0474034153095412,0.236750500360182,-0.479815085859902,-0.118845439702512,-1.48995333914214,-0.0267868651224279
-0.136951407001859,0.0314588292007105,-0.0839553156203198,-0.223225952269375,0.404736649033517,2010-02-01,0.0452199871630758,-0.625650210281636,0.0720611412441395,-0.459469601267835,0.0659493826931006,0.490529930485973,-0.306725141384063,-0.0883274426121949,-0.00180285144887319,-0.0543625785230212,0.117338451530014,-0.273355415721629,-0.00494489879259881,4.17752083595947,-0.0681122629477731
-0.354238498248978,-0.160227381068534,-0.231581778897955,-0.00335813077390789,-0.0838177354980156,2010-02-02,-0.0275740194804363,-1.06869607291168,0.00841294424606684,-0.896952242024141,-0.311497689469747,0.019321889080901,-0.862138120768636,-0.893758434852687,-0.207546163205486,-0.0704328251317319,-0.262661723461859,-0.256378854903095,0.0663209075614738,-1.26579155900315,-0.0106241354996239
-0.0155180153374645,-0.0488815573205062,-0.0684974991415126,-0.0179786032830408,-0.0262087559851867,2010-02-03,-0.00195628199967013,-0.720686028248563,-0.0721509525362248,0.0300795164013587,-0.554875598295138,-0.0661778817364176,-0.793290888392376,-0.0302126689662123,-0.367781252241226,-0.055936402273674,-0.105627817357705,0.0195078364849563,-1.30332852208174,-0.762206805337469,-0.039368411488093
-0.732124439444866,-0.0698775584299396,-0.0978047700642224,-0.0954089332986607,-0.0148440845697876,2010-02-04,-0.0982955539892388,-1.08712850731366,0.0777652253930288,-0.636340220280434,-0.122016304476106,-0.517565045771106,-0.824419813763206,-0.231393600786472,-0.49599671104131,-0.0630258037509943,0.0306671507362565,-0.350603391424873,-0.139685079520594,-4.05454123795942,-0.0586237915144394
0.393019878160653,0.0475409353050623,0.160393216977415,0.0649681246264025,1.12852677572039,2010-02-05,0.186157000164856,-0.150279991452553,0.185965555975647,0.535081076380406,-0.0457563291641198,0.17604148999026,0.243308435031786,0.212688472880926,-0.0143938434116961,0.012951290433116,0.0623159966179226,0.198411754141612,0.0824483442527563,1.19073695928254,0.0162582810334181
-0.26235251388844,-0.241882890988206,-0.304721330838227,0.0070823843017001,-0.765946558371697,2010-02-08,-0.148864869826868,-0.332080552485991,-0.141642851955016,-0.00360018952228154,-0.184723570635992,-0.0854064055211601,-0.281454489945766,-0.08342006858467,-0.104153789008117,-0.054814182795888,-0.299377226393372,-0.328127397400189,-0.823923393144501,0.528471792222045,0.168813951543886
-0.294942383567122,-0.053282475876937,-0.153066587701428,0.00312720843866078,-0.543696388860139,2010-02-09,0.0303007027641586,0.266311381554299,-0.0862508719828041,0.180890406948855,-0.680083009675073,-0.224593394825153,0.0715287294371864,-0.0216267309990822,-0.222236138942152,0.00794930456005957,-0.300061465164306,-0.0422339886635567,-0.223752707884058,-1.16444333643279,-0.0277232825129201
-0.864277839506905,0.063761466052358,-0.0100632669171746,-0.00461842868938851,-0.871926069421409,2010-02-10,0.190618154316324,0.448234136986626,-0.14021952869791,0.7825842824189,0.388016737075542,0.334216823989849,0.129625168768758,0.261244738668696,0.0294859414943366,0.0192807893976252,-0.344786183131774,0.378506118199564,0.0136672757395947,0.0128636223292346,0.0196933830892137
-0.240101368117196,-0.0340301519011972,0.0158678735844344,0.0688049696375848,-0.289380044360841,2010-02-11,0.0174804332433168,0.0574416284838156,-0.00296718069273395,-0.359751636764287,0.173922662887237,0.713439176501351,0.316118048520299,0.0408653741392545,0.0757120918214475,0.0282028919034729,-0.261069586496047,0.184679707003081,0.832413130660155,0.445077244940998,0.0776706926960839
0.78610757557346,0.0336811423354649,-0.0897247805180377,0.279273863497794,0.395931184331387,2010-02-12,0.201256944346634,0.315100197361683,0.0748013017501566,0.182314822000507,-0.0780086914643184,0.321246443651795,0.222713992348689,0.57402611648173,-0.209424474206368,0.0116232290097212,0.215874639340972,0.0136306515818386,0.386951979492305,1.19965089183198,0.0370317296000874
-0.375658993019018,0.0111434943965137,-0.265431102594669,0.0947786661306629,-0.807708807772759,2010-02-16,0.00990026203260904,-0.430683444087732,-0.0302177301428332,0.626701836448622,-0.52154720089746,-0.1478201304139,0.303191623675742,0.129721370304794,-0.311591948384092,0.0627369605310591,0.130452689832203,-0.252622541036757,0.0186216691614995,-0.205267862888893,0.00841116410220721
0.248962678486329,0.050637410292674,-0.0532883036460035,0.00689209132500477,0.945474817377562,2010-02-17,0.135673887205212,0.51266700831323,0.168439846907987,0.0734653356914048,0.0565468657251697,-0.229754012129268,0.0391549463356699,0.139103310693906,0.809708732817175,0.0111458770074181,0.247348889863158,0.0500988087106757,-0.0273041325564923,0.477704667422146,-0.0140953340594251
1.14374486366791,0.0716097615772912,0.215628300642285,0.161917757758238,-0.198845660635853,2010-02-18,0.0429071751190802,0.188763033631685,-0.0481375792015624,0.679892174115755,0.642631251047124,0.726926087920207,0.71144586145528,0.0963406125094167,-0.131371261031159,0.00148047044940833,-0.0760447263146251,0.284794786749828,-0.0688517108557979,-0.613600521825638,0.0430844171831984
-0.816087582898848,0.0582662351042011,-0.190774953807106,-0.234579230898239,-0.975307536200607,2010-02-19,-0.135327005280631,-0.775786918548668,-0.0350446266256702,-1.38664330991142,-0.451739633366384,-1.08470094975715,-1.06803713658437,-0.43914190827453,-0.7079427524188,-0.0618782814957417,0.0333893083414515,-0.550635645040778,0.0479585677250834,-1.00684141515504,-0.0653069499360944
-0.676943954371545,-0.0147675599949736,-0.0121475294872501,-0.178205746557641,-0.403444446683587,2010-02-22,-0.177486664608698,-0.559748337379766,0.0429929644177073,-0.820332346928965,-0.557964867266277,-0.619515486725371,-0.620159323797103,-0.237800893711008,-0.363659670124697,-0.00714538604178375,-0.0536929736236081,-0.405950239141795,-0.279318621326443,-1.17702810955777,-0.0336146085387175
-0.316129455292194,0.0202958283793111,0.0961182828829451,-0.113571761001543,0.319699265306217,2010-02-23,-0.120464766047136,-0.426753731284216,0.00865549648262425,-0.282886129773172,0.279372346244493,-0.367218404863256,-0.204123491219741,-0.170013264447347,0.434146000456895,0.0165728780736933,0.0989914882275382,-0.0230068061764355,0.139055824239158,-0.73318221078016,-0.0125052991677882
0.209047428945867,-0.169117236360744,-0.0938480656544677,0.111721018358324,-0.0377231761069506,2010-02-24,0.0203254106094098,0.64431392631953,-0.0661025583427476,0.665698245989951,-0.292143876248599,0.171464703574659,0.724899300979932,0.29311360592287,-0.253275031742989,0.0314436279941839,0.127621509331534,0.480601217715751,-0.638925589154346,0.0827929940046494,0.0727333432749637
0.0426100713999457,0.00890673818194949,-0.0863660355820302,-0.0118750575480065,0.186700274797098,2010-02-25,-0.0258298882887229,0.497151557356979,-0.0823755854024926,-0.283108980112804,0.24515360765071,-0.060318006537418,0.365776978446832,0.26958939936944,-0.0572605850809098,0.0449622117876787,0.0925911283769571,0.0222593956915524,-0.0806806108651105,-0.689145610625749,-0.00874245161871983
0.209095440817438,0.0494152709299973,-0.0541894961429604,-0.0197967713026384,-0.0773541354494907,2010-02-26,0.274806248973821,0.826712681237078,-0.0564262107622556,0.708993930370821,-0.120100160413568,1.99117356965063,0.0734051165853971,0.363421652908223,-0.174533274032714,0.103100334941631,0.047474753523286,-0.241147164256262,-0.642783871180814,0.184530789112518,0.0748179831152716
-0.23085253765331,0.0859877675032616,0.0417056274017245,0.054085984587289,0.198009896101319,2010-03-01,-0.00502838271077792,-0.804893142748744,0.0279903364963207,0.660874969469791,-0.0314070878336894,0.0047701373967629,-0.55900789204347,0.0110471994098749,0.428542662915146,-0.0893786753422391,-0.317655331590564,-0.123753049138438,1.68549448017509,0.484067837693769,0.0500286785786442
-1.5264974874938,0.0805615498973474,-0.145973506506471,-0.211331265300273,0.220405499954837,2010-03-02,-0.0848118087518961,-1.55705041010408,0.0285468406998136,-1.04899950289292,0.196328579643661,-0.785782660887741,-1.11339711778846,-0.792741623443648,-0.857660027337407,-0.0193379514234088,-0.498510406738223,-0.267462274873345,-0.592239095053393,-2.92811567947978,-0.164500897392463
